Class,level2,Categories,Number,Words
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,956. Fasting ,"fasting, xerophagy, famishment, starvation, fast, jour, maigre, fr, fast, day, banyan, day, lent, quadragesima, ramadan, ramazan, spare, diet, meager, diet, lenten, diet, lenten, entertainment, soupe, maigre, fr, short, commons, barmecide, feast, short, rations, fast, starve, clem, famish, perish, hunger, dine, duke, humphrey, make, two, bites, cherry, lenten, quadragesimal, unfed, starved, halfstarved, fasting, hungry"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,957. Gluttony ,"gluttony, greed, avarice, greediness, voracity, epicurism, good, living, high, living, edacity, gulosity, crapulence, guttling, guzzling, pantophagy, good, cheer, blow, feast, food, gastronomy, batterie, de, cuisine, fr, epicure, bon, vivant, gourmand, glutton, cormorant, hog, belly, god, apicius, gastronome, gourmet, gormandize, gorge, overgorge, overeat, oneself, engorge, eat, ones, fill, cram, stuff, guttle, guzzle, bolt, devour, gobble, gulp, swallow, food, raven, eat, house, home, stomach, ostrich, play, good, knife, fork, appetite, pamper, gluttonous, greedy, gormandizing, edacious, omnivorous, crapulent, swinish, avaricious, selfish, pampered, overfed, overgorged, jejunus, raro, stomachus, vulgaria, temnit, horace"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,958. Sobriety ,"sobriety, teetotalism, temperance, waterdrinker, hydropot, prohibitionist, teetotaler, teetotalist, abstainer, good, templar, band, hope, take, pledge, sober, sober, judge"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,959. Drunkenness ,"drunkenness, intemperance, drinking, inebriety, inebriation, ebriety, ebriosity, insobriety, intoxication, temulency, bibacity, wine, bibbing, comtation, potation, deep, potations, bacchanals, bacchanalia, libations, bender, us, oinomania, dipsomania, delirium, tremens, alcohol, alcoholism, mania, potu, fr, drink, alcoholic, drinks, blue, ruin, slang, grog, port, wine, punch, punch, bowl, cup, rosy, wine, flowing, bowl, drop, drop, much, dram, beer, beverage, aguardiente, apple, brandy, applejack, brandy, brandy, smash, us, chain, lightning, slang, champagne, cocktail, gin, ginsling, highball, us, peg, rum, rye, schnapps, us, sherry, sling, us, uisquebaugh, ire, usquebaugh, scot, whisky, xeres, drunkard, sot, toper, tippler, bibber, winebibber, lush, hard, drinker, gin, drinker, dram, drinker, soaker, slang, sponge, tun, love, pot, toss, pot, thirsty, soul, reveler, carouser, bacchanal, bacchanalian, bacchal, bacchante, devotee, bacchus, bum, us, guzzler, tavern, haunter, get, drunk, drunk, see, double, take, drop, much, take, glass, much, drink, tipple, tope, booze, bouse, fr, guzzle, swill, slang, soak, slang, sot, bum, us, besot, jag, buzz, lush, slang, bib, swig, carouse, sacrifice, shrine, bacchus, take, drinking, drink, hard, drink, deep, drink, like, fish, ones, swill, slang, drain, cup, splice, main, brace, take, hair, dog, bit, liquor, liquor, wet, ones, whistle, take, whet, crack, bottle, pass, bottle, toss, drink, go, alehouse, go, public, house, make, one, drunk, inebriate, fuddle, befuddle, fuzzle, get, ones, head, drunk, tipsy, intoxicated, inebrious, inebriate, inebriated, ones, cups, state, intoxication, temulent, temulentive, bombed, smashed, fuddled, mellow, cut, boozy, fou, fresh, merry, elevated, flustered, disguised, groggy, beery, topheavy, potvaliant, glorious, potulent, squiffy, slang, overcome, overtaken, whittled, screwed, slang, tight, primed, corned, raddled, sewed, slang, lushy, slang, nappy, muddled, muzzy, obfuscated, maudlin, crapulous, dead, drunk, woozy, slightly, drunk, buzzed, flush, flushed, inter, pocula, liquor, worse, liquor, drop, much, half, seas, three, sheets, wind, three, sheets, wind, table, drunk, lord, drunk, skunk, drunk, piper, drunk, fiddler, drunk, chloe, drunk, owl, drunk, davids, sow, drunk, wheelbarrow, drunken, bibacious, sottish, given, drink, addicted, drink, addicted, bottle, toping, nunc, est, bibendum, bacchus, ever, fair, young, dryden, drink, unkindness, merry, wives, men, put, enemy, mouths, men, put, enemy, mouths, steal, away, brains, othello"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,960. Purity ,"purity, decency, decorum, delicacy, continence, chastity, honesty, virtue, modesty, shame, pudicity, pucelage, virginity, vestal, virgin, joseph, hippolytus, lucretia, diana, prude, pure, undefiled, modest, delicate, decent, decorous, virginibus, puerisque, simonpure, chaste, continent, virtuous, honest, platonic, virgin, unsullied, cherry, coll, chaste, unsunnd, snow, cymbeline, soul, white, heaven, beaumont, fletcher, tis, chastity, brother, chastity, milton, pure, things, pure, shelley"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,961. Impurity ,"impurity, uncleanness, filth, immodesty, grossness, indelicacy, indecency, impudicity, obscenity, ribaldry, fescennine, smut, bawdry, double, entente, equivoque, fr, concupiscence, lust, carnality, flesh, salacity, pruriency, lechery, lasciviency, lubricity, sadism, sapphism, incontinence, intrigue, faux, pas, fr, amour, amourette, gallantry, debauchery, libertinish, libertinage, fornication, liaison, wenching, venery, dissipation, seduction, defloration, defilement, abuse, violation, rape, incest, prostitution, social, evil, harlotry, stupration, whoredom, concubinage, cuckoldom, adultery, advoutry, crim, con, free, love, seraglio, harem, brothel, bagnio, stew, bawdyhouse, cat, house, lupanar, house, ill, fame, bordel, bordello, impure, intrigue, debauch, defile, seduce, prostitute, abuse, violate, deflower, commit, adultery, impure, unclean, dirty, mentioned, ears, polite, immodest, shameless, indecorous, indelicate, indecent, fescennine, loose, risque, fr, coarse, gross, broad, free, equivocal, smutty, fulsome, ribald, obscene, bawdy, pornographic, concupiscent, prurient, lickerish, rampant, lustful, carnal, carnalminded, lewd, lascivious, lecherous, libidinous, erotic, ruttish, salacious, paphian, voluptuous, goatish, must, musty, unchaste, light, wanton, licentious, debauched, dissolute, loose, character, easy, virtue, frail, gay, riggish, incontinent, meretricious, rakish, gallant, dissipated, better, town, streets, pave, loose, adulterous, incestuous, bestial"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,962. Libertine ,"libertine, voluptuary, rake, debauchee, loose, fish, rip, rakehell, fast, man, intrigant, gallant, seducer, fornicator, lecher, satyr, goat, whoremonger, paillard, adulterer, gay, deceiver, lothario, juan, bluebeard, chartered, libertine, adulteress, advoutress, courtesan, prostitute, strumpet, harlot, whore, punk, fille, de, joie, fr, woman, woman, town, streetwalker, cyprian, miss, piece, fr, frail, sisterhood, demirep, wench, trollop, trull, baggage, hussy, drab, bitch, jade, skit, rig, quean, mopsy, slut, minx, harridan, unfortunate, unfortunate, female, unfortunate, woman, woman, easy, virtue, unchaste, wanton, fornicatress, jezebel, messalina, delilah, thais, phryne, aspasia, lais, lorette, cocotte, petite, dame, grisette, demimonde, chippy, us, sapphist, spiritual, wife, white, slave, concubine, mistress, doxy, chere, amie, fr, bona, roba, pimp, procurer, pander, pandar, bawd, conciliatrix, procuress, mackerel, wittol, moral, institutions"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,963. Legality ,"legality, legitimacy, legitimateness, legislature, law, code, corpus, juris, constitution, pandect, charter, enactment, statute, rule, canon, precept, ordinance, institution, regulation, bylaw, byelaw, decree, order, ordonnance, standing, order, plebiscite, choice, legal, process, form, formula, formality, rite, arm, law, habeas, corpus, fieri, facias, science, law, jurisprudence, nomology, legislation, codification, equity, common, law, lex, lex, nonscripta, law, nations, droit, des, gens, fr, international, law, jus, gentium, jus, civile, civil, law, canon, law, crown, law, criminal, law, statute, law, ecclesiastical, law, administrative, law, lex, mercatoria, constitutionalism, constitutionality, justice, institution, deciding, questions, law, court, tribunal, person, presides, court, tribunal, judge, specialist, questions, law, lawyer, attorney, legal, counsel, legalize, enact, ordain, decree, order, pass, law, enact, regulation, legislate, codify, formulate, regulate, legal, legitimate, according, law, vested, constitutional, chartered, legalized, lawful, permitted, statutable, statutory, legislatorial, legislative, regulatory, regulated, legally, eye, law, de, jure, ignorantia, legis, neminem, excusat, ignorance, law, excuse, law, ends, tyranny, begins, earl, chatham"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,964. Illegality ,"lawlessness, illicitness, breach, law, violation, law, infraction, law, disobedience, unconformity, arbitrariness, antinomy, violence, brute, force, despotism, outlawry, mob, law, lynch, law, club, law, lydford, law, martial, law, drumhead, law, coup, detat, fr, le, droit, du, plus, fort, fr, argumentum, baculinum, illegality, informality, unlawfulness, illegitimacy, bar, sinister, trover, conversion, law, smuggling, poaching, simony, person, violates, law, outlaw, bad, man, offend, law, violate, law, infringe, law, break, law, set, law, defiance, ride, roughshod, drive, coach, six, statute, ignore, law, make, law, dead, letter, take, law, ones, hands, smuggle, run, poach, illegal, contrary, law, unlawful, illegitimate, allowed, prohibited, illicit, contraband, actionable, unwarranted, unwarrantable, unauthorized, informal, unofficial, injudicial, extrajudicial, lawless, arbitrary, despotic, despotical, corrupt, summary, irresponsible, unanswerable, unaccountable, invalid, expired, law, expired, invalid, unchartered, unconstitutional, null, void, dead, letter, absence, law, lawless, unregulated, illegally, high, hand, violation, law"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,965. Jurisdiction  [Executive.] ,"jurisdiction, judicature, administration, justice, soc, executive, commission, peace, magistracy, authority, judge, tribunal, municipality, corporation, bailiwick, shrievalty, brit, lord, lieutenant, sheriff, shire, reeve, shrieve, constable, selectman, police, police, force, fuzz, sarc, constabulary, bumbledom, gendarmerie, fr, officer, bailiff, tipstaff, bumbailiff, catchpoll, beadle, policeman, cop, coll, police, constable, police, sergeant, sbirro, alguazil, gendarme, kavass, lictor, mace, bearer, huissier, fr, bedel, tithingman, press, gang, exciseman, gauger, gager, customhouse, officer, douanier, fr, coroner, edile, aedile, portreeve, paritor, posse, comitatus, bureau, cutcherry, department, secretariat, extension, jurisdiction, long, arm, law, extradition, judge, sit, judgment, extradite, executive, administrative, municipal, inquisitorial, causidical, judicatory, judiciary, judicial, juridical, coram, judice"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,965. [Executive.] ,"jurisdiction, judicature, administration, justice, soc, executive, commission, peace, magistracy, authority, judge, tribunal, municipality, corporation, bailiwick, shrievalty, brit, lord, lieutenant, sheriff, shire, reeve, shrieve, constable, selectman, police, police, force, fuzz, sarc, constabulary, bumbledom, gendarmerie, fr, officer, bailiff, tipstaff, bumbailiff, catchpoll, beadle, policeman, cop, coll, police, constable, police, sergeant, sbirro, alguazil, gendarme, kavass, lictor, mace, bearer, huissier, fr, bedel, tithingman, press, gang, exciseman, gauger, gager, customhouse, officer, douanier, fr, coroner, edile, aedile, portreeve, paritor, posse, comitatus, bureau, cutcherry, department, secretariat, extension, jurisdiction, long, arm, law, extradition, judge, sit, judgment, extradite, executive, administrative, municipal, inquisitorial, causidical, judicatory, judiciary, judicial, juridical, coram, judice"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,966. Tribunal ,"tribunal, court, board, bench, judicatory, court, justice, court, law, court, arbitration, administrative, court, inquisition, guild, justice, seat, judgment, seat, mercy, seat, woolsack, bar, justice, dock, forum, hustings, bureau, drumhead, jury, box, witness, box, senate, house, town, hall, theater, house, commons, house, lords, statehouse, us, townhouse, assize, eyre, wardmote, burghmote, barmote, superior, courts, westminster, court, record, court, oyer, terminer, law, court, assize, court, appeal, court, error, high, court, judicature, high, court, appeal, judicial, committee, privy, council, star, chamber, court, chancery, court, kings, queens, bench, court, exchequer, court, common, pleas, court, probate, court, arches, court, admiralty, lords, justices, court, rolls, court, vice, chancellors, court, stannary, court, divorce, court, family, court, palatine, court, county, court, district, court, police, court, sessions, quarter, sessions, petty, sessions, courtleet, fr, courtbaron, court, pie, poudre, fr, court, common, council, board, green, cloth, court, martial, drumhead, court, martial, durbar, divan, areopagus, irota, judicial, appellate, die, weltgeschichte, ist, das, weltgericht"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,967. Judge ,"judge, justice, justiciar, justiciary, chancellor, justice, assize, judge, assize, recorder, common, sergeant, puisne, judge, assistant, judge, county, court, judge, conservator, peace, justice, peace, jp, court, tribunal, magistrate, police, magistrate, beak, slang, worship, honor, lordship, jury, twelve, men, box, lord, chancellor, lord, justice, master, rolls, vice, chancellor, lord, chief, justice, chief, baron, mr, justice, associate, justice, chief, justice, baron, baron, exchequer, jurat, assessor, arbiter, arbitrator, umpire, referee, referendary, revising, barrister, domesman, censor, critic, barmaster, ephor, grand, juror, grand, juryman, juryman, talesman, archon, tribune, praetor, syndic, podesta, mollah, ulema, mufti, cadi, kadi, rhadamanthus, litigant, accusation, adjudge, determine, try, case, try, prisoner, judicial, daniel, come, judgment, merchant, venice"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,968. Lawyer ,"lawyer, attorney, legal, counsel, counsel, counsellor, counsellor, law, attorney, law, jurist, legist, civilian, pundit, publicist, juris, consult, legal, adviser, advocate, barrister, barrister, law, kings, queens, counsel, kc, qc, silk, gown, leader, sergeantatlaw, bencher, tubman, judge, bar, legal, profession, bar, association, association, trial, lawyers, officer, court, gentleman, long, robe, junior, bar, outer, bar, inner, bar, equity, draftsman, conveyancer, pleader, special, pleader, solicitor, proctor, notary, notary, public, scrivener, cursitor, writer, writer, signet, ssc, limb, law, pettifogger, vakil, legal, beagle, coll, persons, accessory, lawyers, legal, secretary, legal, assistant, law, student, practice, law, practice, bar, practice, within, bar, plead, call, bar, called, bar, called, within, bar, take, silk, take, law, give, legal, counsel, provide, legal, counsel, learned, law, bar, forensic, esquire, esquired, banco, regis"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,969. Lawsuit ,"lawsuit, suit, action, cause, litigation, suit, law, dispute, citation, arraignment, prosecution, impeachment, accusation, presentment, true, bill, indictment, apprehension, arrest, committal, imprisonment, restraint, writ, summons, subpoena, latitat, nisi, prius, venire, venire, facias, pleadings, declaration, bill, claim, proces, verbal, fr, bill, right, information, corpus, delicti, affidavit, state, facts, answer, reply, replication, plea, demurrer, rebutter, rejoinder, surrebutter, surrejoinder, suitor, party, suit, plaintiff, defendant, litigant, hearing, trial, verdict, judgment, appeal, appeal, motion, writ, error, certiorari, case, decision, precedent, decided, case, reports, legal, reference, works, see, reference, books, go, law, appeal, law, bring, justice, bring, trial, bring, bar, put, trial, pull, accuse, prefer, claim, file, claim, take, law, inform, serve, writ, cite, apprehend, arraign, sue, prosecute, bring, action, indict, impeach, attach, distrain, commit, arrest, summon, summons, give, charge, restrain, empanel, jury, implead, join, issue, close, pleadings, set, hearing, try, hear, cause, sit, judgment, adjudicate, litigious, quarrelsome, qui, tam, coram, judice, sub, judice, pendente, lite, adhuc, sub, judice, lis, est, accedas, ad, curiam, transeat, exemplum"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,970. Acquittal ,"acquittal, acquitment, clearance, exculpation, acquittance, clearance, exoneration, discharge, release, quietus, absolution, compurgation, reprieve, respite, pardon, forgiveness, exemption, punishment, impunity, diplomatic, immunity, immunity, plea, bargain, deal, prosecutor, civil, suits, cause, action, damages, acquit, exculpate, exonerate, clear, absolve, whitewash, assoil, discharge, release, liberate, reprieve, respite, pardon, forgive, let, let, scotfree, drop, charges, plea, bargain, strike, deal, nocause, civil, suits, get, nocaused, acquitted, uncondemned, unpunished, unchastised, guilty, proven, liable, nemo, bis, punitur, pro, codem, delicto"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,971. Condemnation ,"condemnation, conviction, judgment, penalty, sentence, proscription, damnation, death, warrant, attainder, attainture, attaintment, condemn, convict, cast, bring, home, find, guilty, damn, doom, sign, death, warrant, sentence, pass, sentence, attaint, confiscate, proscribe, sequestrate, nonsuit, disapprove, accuse, stand, condemned, condemnatory, damnatory, guilty, condemned, nonsuited, failure, selfconvicted, mutato, nomine, de, te, fabula, narratur, unrespited, unpitied, unreprieved, paradise, lost"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,972. Punishment ,"punishment, punition, chastisement, chastening, correction, castigation, discipline, infliction, trial, judgment, penalty, retribution, thunderbolt, nemesis, requital, reward, penology, retributive, justice, lash, scaffold, instrument, punishment, imprisonment, restraint, transportation, banishment, expulsion, exile, involuntary, exile, ostracism, penal, servitude, hard, labor, galleys, beating, flagellation, fustigation, gantlet, strappado, estrapade, bastinado, argumentum, baculinum, stick, law, rap, knuckles, box, ear, blow, impulse, stripe, cuff, kick, buffet, pummel, slap, slap, face, wipe, douse, coup, de, grace, torture, rack, picket, picketing, dragonnade, capital, punishment, execution, lethal, injection, gas, chamber, hanging, electrocution, railriding, scarpines, decapitation, decollation, garrotte, garrotto, crucifixion, impalement, firing, squad, martyrdom, autodafe, fr, noyade, happy, dispatch, suicide, punishment, harakiri, seppuku, jap, drinking, hemlock, punish, chastise, chasten, castigate, correct, inflict, punishment, administer, correction, deal, retributive, justice, cowhide, lambaste, slang, visit, upon, pay, pay, serve, make, short, work, give, lesson, serve, one, right, make, example, rod, pickle, give, one, strike, deal, blow, administer, lash, smite, slap, slap, face, smack, cuff, box, ears, spank, thwack, thump, beat, lay, swinge, buffet, thresh, thrash, pummel, drub, leather, trounce, sandbag, baste, belabor, lace, lace, ones, jacket, dress, dress, give, dressing, trim, warm, wipe, tund, cob, bang, strap, comb, lash, lick, larrup, wallop, whop, flog, scourge, whip, birch, cane, give, stick, switch, flagellate, horsewhip, bastinado, towel, rub, oaken, towel, rib, roast, dust, ones, jacket, fustigate, pitch, lay, one, beat, black, blue, beat, mummy, beat, jelly, give, black, eye, tar, feather, pelt, stone, lapidate, masthead, keelhaul, execute, bring, block, bring, gallows, behead, decapitate, guillotine, decollate, hang, turn, gibbet, bowstring, hang, draw, quarter, shoot, decimate, burn, break, wheel, crucify, empale, impale, flay, lynch, electrocute, gas, send, gas, chamber, torture, put, put, rack, picket, banish, exile, transport, expel, ostracize, rusticate, drum, dismiss, disbar, disbench, strike, roll, unfrock, post, suffer, suffer, suffer, punishment, flogged, executed, suffer, ultimate, penalty, hanged, come, gallows, mount, gallows, swing, coll, twist, wind, dance, upon, nothing, die, ones, shoes, rightly, served, electrocuted, fry, coll, ride, lightning, coll, face, firing, squad, punishing, penal, punitory, punitive, inflictive, castigatory, punished, int, la, lanterne, fr, culpan, paena, premit, comes, horace, eating, bitter, bread, banishment, richard, ii, gravis, ira, regum, est, semper, seneca, sera, tamen, tacitis, paena, venit, pedibus, tibullus, suo, sibi, gladio, hunc, jugulo, terence"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,973. Reward ,"reward, recompense, remuneration, meed, guerdon, reguerdon, price, payment, damage, debt, indemnity, indemnification, quittance, compensation, reparation, redress, satisfaction, reckoning, acknowledgment, requital, amends, sop, atonement, retribution, consideration, return, quid, pro, quo, salvage, perquisite, vail, donation, douceur, fr, bribe, hush, money, smart, money, blackmail, extortion, carcelage, solatium, allowance, salary, stipend, wages, compensation, pay, payment, emolument, tribute, batta, shot, scot, bonus, premium, tip, fee, honorarium, hire, dasturi, dustoori, mileage, crown, decoration, honor, reward, recompense, repay, requite, remunerate, munerate, compensate, fee, pay, ones, footing, pay, make, amends, indemnify, atone, satisfy, acknowledge, get, ones, pains, reap, fruits, tip, remunerative, remuneratory, munerary, compensatory, retributive, reparatory, rewarding, satisfactory, fideli, certa, merces, honor, virtutis, praemium, cicero, tibi, seris, tibi, metis"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,974. Penalty ,"penalty, retribution, punishment, pain, pains, penalties, weregild, wergild, peine, forte, et, dure, fr, penance, atonement, devil, pay, fine, mulct, amercement, forfeit, forfeiture, escheat, law, damages, deodand, sequestration, confiscation, premunire, doomage, us, fine, mulct, amerce, sconce, confiscate, sequestrate, sequester, escheat, law, estreat, forfeit"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,975. Scourge ,"scourge, rod, cane, stick, ratan, rattan, birch, birch, rod, azote, blacksnake, bullwhack, us, chicote, kurbash, quirt, rawhide, sjambok, rod, pickle, switch, ferule, cudgel, truncheon, whip, bullwhip, lash, strap, thong, cowhide, knout, cat, cat, onine, tails, ropes, end, pillory, stocks, whipping, post, cucking, stool, ducking, stool, brank, trebuchet, trebuket, instruments, torture, list, triangle, wooden, horse, iron, maiden, thumbscrew, boot, rack, wheel, iron, heel, chinese, water, torture, treadmill, crank, galleys, scaffold, block, ax, guillotine, stake, cross, gallows, gibbet, tree, drop, noose, rope, halter, bowstring, death, chair, electric, chair, gas, chamber, lethal, injection, firing, squad, mecate, house, correction, prison, goaler, jailer, executioner, electrocutioner, lyncher, hangman, headsman, jack, ketch, section, religious, affections, superhuman, beings, regions"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,976. Deity ,"deity, divinity, godhead, godship, omnipotence, providence, heaven, metonymically, quality, divine, divineness, divinity, god, lord, jehovah, jahweh, allah, almighty, supreme, first, cause, prime, mover, entium, author, things, creator, things, author, cosmoplast, el, infinite, eternal, allpowerful, allwise, allmerciful, allholy, attributes, perfections, infinite, power, infinite, wisdom, infinite, goodness, infinite, justice, infinite, truth, infinite, mercy, omnipotence, omniscience, omnipresence, unity, immutability, holiness, glory, majesty, sovereignty, infinity, eternity, trinity, holy, trinity, trinity, unity, triune, god, god, father, son, holy, ghost, god, father, maker, creator, preserver, functions, creation, preservation, divine, government, theocracy, thearchy, providence, ways, providence, dealings, providence, dispensations, providence, visitations, providence, christian, god, second, person, god, son, jesus, christ, messiah, anointed, saviour, redeemer, mediator, intercessor, advocate, judge, son, god, son, man, son, david, lamb, god, word, logos, emmanuel, immanuel, king, kings, lord, lords, king, glory, prince, peace, good, shepherd, way, truth, life, bread, life, light, world, lord, sun, righteousness, pilot, galilean, lake, milton, incarnation, hypostatic, union, functions, salvation, redemption, atonement, propitiation, mediation, intercession, judgment, christian, god, third, person, god, holy, ghost, holy, spirit, paraclete, theo, comforter, spirit, truth, dove, functions, inspiration, unction, regeneration, sanctification, consolation, eon, aeon, special, providence, deus, ex, machina, avatar, create, move, uphold, preserve, govern, atone, redeem, save, propitiate, mediate, predestinate, elect, call, ordain, bless, justify, sanctify, glorify, almighty, holy, hallowed, sacred, divine, heavenly, celestial, sacrosanct, allknowing, allseeing, allwise, omniscient, superhuman, supernatural, ghostly, spiritual, hyperphysical, unearthly, theistic, theocratic, anointed, soterial, jure, divino, divine, right, domine, dirige, nos, en, dieu, est, fiance, fr, et, sceleratis, sol, oritur, seneca, mounts, storm, walks, upon, wind, pope, thou, great, first, cause, least, understood, pope, sans, dieu, rien, fr"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,977. Angel ,"angel, archangel, guardian, angel, heavenly, host, host, heaven, sons, god, seraph, seraphim, cherub, cherubim, ministering, spirit, morning, star, saint, patron, saint, madonna, invisible, helpers, angelic, seraphic, cherubic, saintly"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,978. Satan ,"satan, devil, lucifer, mephistopheles, ahriman, belial, samael, zamiel, beelzebub, prince, devils, tempter, evil, one, evil, spirit, adversary, archenemy, author, evil, wicked, one, old, serpent, prince, darkness, prince, world, prince, power, air, foul, fiend, arch, fiend, devil, incarnate, common, enemy, angel, bottomless, pit, abaddon, apollyon, fallen, angels, unclean, spirits, devils, rulers, powers, darkness, inhabitants, pandemonium, demon, diabolism, devilism, devilship, diabolology, satanism, devil, worship, manicheism, cloven, foot, satanic, diabolic, devilish, infernal, hellborn"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,979. Jupiter ,"god, goddess, heathen, gods, goddesses, deva, jupiter, jove, pantheon, allah, bathala, brahm, brahma, brahma, cloudcompeller, devi, durga, kali, oread, great, spirit, ushas, water, nymph, wood, nymph, yama, varuna, zeus, vishnu, hindu, deities, siva, shiva, krishna, juggernath, buddha, isis, egyptian, deities, osiris, ra, belus, bel, baal, asteroth, thor, norse, deities, odin, mumbo, jumbo, good, genius, tutelary, genius, demiurge, familiar, sibyl, fairy, fay, sylph, sylphid, ariel, peri, nymph, nereid, dryad, seamaid, banshee, benshie, ormuzd, oberon, mab, hamadryad, naiad, mermaid, kelpie, ondine, nixie, sprite, denizens, air, pixy, bad, spirit, mythology, heathenmythology, fairymythology, lempriere, folklore, godlike, fairylike, sylphlike, sylphic, moonshine, revelers, shades, night, merry, wives"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,980. Demon ,"demon, daemon, demonry, demonology, evil, genius, fiend, familiar, daeva, devil, bad, spirit, unclean, spirit, cacodemon, incubus, eblis, shaitan, succubus, succuba, frankensteins, monster, titan, shedim, mephistopheles, asmodeus, moloch, belial, ahriman, fury, harpy, friar, rush, vampire, ghoul, afreet, barghest, loki, ogre, ogress, gnome, gin, jinn, imp, deev, lamia, bogie, bogeyman, bogle, nis, kobold, flibbertigibbet, fairy, brownie, pixy, elf, dwarf, urchin, puck, robin, goodfellow, leprechaun, cluricaune, troll, dwerger, sprite, ouphe, bad, fairy, nix, nixie, pigwidgeon, willothe, wisp, supernatural, appearance, ghost, revenant, specter, apparition, spirit, shade, shadow, vision, hobglobin, goblin, orc, wraith, spook, boggart, banshee, loupgarou, fr, lemures, evil, eye, merman, mermaid, merfolk, siren, satyr, faun, manito, manitou, manitu, possession, demonic, possession, diabolic, possession, insanity, jest, science, maxwells, demon, person, possessed, demon, demoniac, demonic, demonical, impish, demoniacal, fiendish, fiendlike, supernatural, weird, uncanny, unearthly, spectral, ghostly, ghostlike, elfin, elvin, elfish, elflike, haunted, pokerish, us, possessed, possessed, devil, possessed, demon, demonically"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,981. Heaven ,"heaven, kingdom, heaven, kingdom, god, heavenly, kingdom, throne, god, presence, god, inheritance, saints, light, paradise, eden, zion, abode, blessed, celestial, bliss, glory, mythological, heaven, olympus, elysium, paradise, elysian, fields, arcadia, bowers, bliss, garden, hesperides, third, heaven, valhalla, walhalla, scandinavian, nirvana, buddhist, happy, hunting, grounds, alfardaws, assama, falak, al, aflak, ar, highest, heaven, mohammedan, future, state, eternal, home, eternal, reward, resurrection, translation, resuscitation, apotheosis, deification, heavenly, celestial, supernal, unearthly, high, paradisiacal, beatific, elysian, looks, nature, natures, god, pope, great, worlds, altarstairs, slope, great, worlds, altarstairs, slope, darkness, god, tennyson, treasury, everlasting, joy, henry, vi, vigeur, de, dessus, fr"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,982. Hell ,"hell, bottomless, pit, place, torment, habitation, fallen, angels, pandemonium, abaddon, domdaniel, jahannan, sheol, hell, fire, everlasting, fire, everlasting, torment, eternal, damnation, lake, fire, brimstone, fire, never, quenched, worm, never, dies, purgatory, limbo, gehenna, abyss, mythological, hell, tartarus, hades, avernus, styx, stygian, creek, pit, acheron, cocytus, infernal, regions, inferno, shades, realms, pluto, pluto, rhadamanthus, erebus, tophet, hellish, infernal, stygian, dies, irae, dies, illa, hue, dungeons, scowl, night, loves, labors, lost, religious, doctrines"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,983. [Religious Knowledge.]  Theology ,"theology, natural, revealed, theogony, theosophy, divinity, hagiology, hagiography, caucasian, mystery, monotheism, religion, religious, persuasion, religious, sect, religious, denomination, creed, belief, article, faith, declaration, faith, profession, faith, confession, faith, theologue, theologian, scholastic, divine, schoolman, canonist, theologist, fathers, theological, religious, denominational, sectarian"
CLASS        VI,DIVISION        II,CLASS        VIDIVISION        II,983. Theology ,"theology, natural, revealed, theogony, theosophy, divinity, hagiology, hagiography, caucasian, mystery, monotheism, religion, religious, persuasion, religious, sect, religious, denomination, creed, belief, article, faith, declaration, faith, profession, faith, confession, faith, theologue, theologian, scholastic, divine, schoolman, canonist, theologist, fathers, theological, religious, denominational, sectarian"
